opeid,name,address,city,state,state_desc,zipcode,zipcode_ext,school_type_code,school_type_desc,year_1,year_1_borrowers_in_default,year_1_borrowers_in_repay,year_1_default_rate,year_2,year_2_borrowers_in_default,year_2_borrowers_in_repay,year_2_default_rate,year_3,year_3_borrowers_in_default,year_3_borrowers_in_repay,year_3_default_rate
5304,CHIPPEWA VALLEY TECHNICAL COLLEGE,620 WEST CLAIREMONT AVENUE,EAU CLAIRE,WI,WISCONSIN,54701,6162,1,Public,2013,292,2236,13,2012,271,2196,12.3,2011,286,1987,14.3
7473,CHOFFIN CAREER & TECHNICAL CENTER,200 EAST WOOD STREET,YOUNGSTOWN,OH,OHIO,44503,1628,1,Public,2013,5,58,8.6,2012,7,71,9.8,2011,7,42,16.6
2916,CHOWAN UNIVERSITY,ONE UNIVERSITY PLACE,MURFREESBORO,NC,NORTH CAROLINA,27855,1850,2,PrivateNonProfit,2013,104,571,18.2,2012,94,476,19.7,2011,95,458,20.7
6489,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,2139 AUBURN AVENUE,CINCINNATI,OH,OHIO,45219,2906,2,PrivateNonProfit,2013,5,136,3.6,2012,2,86,2.3,2011,0,27,0
3482,CHRISTIAN BROTHERS UNIVERSITY,650 EAST PARKWAY SOUTH,MEMPHIS,TN,TENNESSEE,38104,5581,2,PrivateNonProfit,2013,36,497,7.2,2012,37,524,7,2011,37,510,7.2
31993,CHRISTIAN LIFE COLLEGE,400 EAST GREGORY STREET,MOUNT PROSPECT,IL,ILLINOIS,60056,2522,2,PrivateNonProfit,2013,3,30,10,2012,3,32,9.3,2011,3,44,6.8
1789,CHRISTIAN THEOLOGICAL SEMINARY,1000 WEST 42ND STREET,INDIANAPOLIS,IN,INDIANA,46208,3301,2,PrivateNonProfit,2013,0,38,0,2012,2,39,5.1,2011,1,45,2.2
41845,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY,285 CHANGEBRIDGE ROAD,PINE BROOK,NJ,NEW JERSEY,7058,9589,3,PrivateForProfit,2013,2,32,6.2,2012,0,0,0,2011,0,0,0
3706,CHRISTOPHER NEWPORT UNIVERSITY,1 AVENUE OF THE ARTS,NEWPORT NEWS,VA,VIRGINIA,23606,3072,1,Public,2013,21,932,2.2,2012,29,890,3.2,2011,23,848,2.7
1165,CHURCH DIVINITY SCHOOL OF THE PACIFIC,2451 RIDGE ROAD,BERKELEY,CA,CALIFORNIA,94709,1217,2,PrivateNonProfit,2013,2,48,4.1,2012,3,59,5,2011,3,74,4
3029,CINCINNATI CHRISTIAN UNIVERSITY,2700 GLENWAY AVENUE,CINCINNATI,OH,OHIO,45204,3200,2,PrivateNonProfit,2013,24,282,8.5,2012,17,312,5.4,2011,31,330,9.3
10906,CINCINNATI COLLEGE OF MORTUARY SCIENCE,645 WEST NORTH BEND ROAD,CINCINNATI,OH,OHIO,45224,1462,2,PrivateNonProfit,2013,3,52,5.7,2012,4,72,5.5,2011,8,68,11.7
10345,CINCINNATI STATE TECHNICAL & COMMUNITY COLLEGE,3520 CENTRAL PARKWAY,CINCINNATI,OH,OHIO,45223,2690,1,Public,2013,978,4878,20,2012,1081,5217,20.7,2011,1014,4616,21.9
41800,CINTA AVEDA INSTITUTE,305 KEARNY STREET,SAN FRANCISCO,CA,CALIFORNIA,94108,3204,3,PrivateForProfit,2013,16,130,12.3,2012,8,119,6.7,2011,1,19,5.2
21255,CIRCLE IN THE SQUARE THEATRE SCHOOL,1633 BROADWAYAT 50TH STREET,NEW YORK,NY,NEW YORK,10019,6795,2,PrivateNonProfit,2013,6,78,7.6,2012,7,79,8.8,2011,2,32,6.2
3553,CISCO COLLEGE,101 COLLEGE HEIGHTS,CISCO,TX,TEXAS,76437,9803,1,Public,2013,133,735,18,2012,142,754,18.8,2011,131,752,17.4
3423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",171 MOULTRIE STREET,CHARLESTON,SC,SOUTH CAROLINA,29409,2,1,Public,2013,23,755,3,2012,28,821,3.4,2011,39,684,5.7
6534,CITIZENS SCHOOL OF NURSING,651 FOURTH AVENUE,NEW KENSINGTON,PA,PENNSYLVANIA,15068,6591,2,PrivateNonProfit,2013,3,107,2.8,2012,6,93,6.4,2011,8,109,7.3
1166,CITRUS COMMUNITY COLLEGE,1000 WEST FOOTHILL BOULEVARD,GLENDORA,CA,CALIFORNIA,91741,1899,1,Public,2013,38,270,14,2012,53,315,16.8,2011,23,219,10.5
25154,CITY COLLEGE,2000 WEST COMMERCIAL BOULEVARD SUITE 200,FORT LAUDERDALE,FL,FLORIDA,33309,3073,2,PrivateNonProfit,2013,107,1157,9.2,2012,108,1148,9.4,2011,153,1033,14.8
30799,CITY COLLEGE,177 MONTGOMERY ROAD,ALTAMONTE SPRINGS,FL,FLORIDA,32714,3129,2,PrivateNonProfit,2013,19,259,7.3,2012,28,226,12.3,2011,33,219,15
2688,CITY COLLEGE OF NEW YORK - CUNY,160 CONVENT AVENUE,NEW YORK,NY,NEW YORK,10031,9198,1,Public,2013,87,1740,5,2012,92,1602,5.7,2011,127,1408,9
4502,CITY COLLEGE OF SAN FRANCISCO,50 PHELAN AVENUE,SAN FRANCISCO,CA,CALIFORNIA,94112,1821,1,Public,2013,213,1139,18.7,2012,186,1116,16.6,2011,228,1079,21.1
1654,CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE,6301 SOUTHHALSTED,CHICAGO,IL,ILLINOIS,60621,3798,1,Public,2013,245,936,26.1,2012,165,808,20.4,2011,100,591,16.9
1650,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,1900 WEST VAN BUREN,CHICAGO,IL,ILLINOIS,60612,3197,1,Public,2013,72,316,22.7,2012,14,139,10,2011,13,70,18.5
1648,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,1145 WEST WILSON AVENUE,CHICAGO,IL,ILLINOIS,60640,5691,1,Public,2013,83,410,20.2,2012,35,200,17.5,2011,0,13,0
13022,CITY UNIVERSITY OF SEATTLE,521 WALL STREET,SEATTLE,WA,WASHINGTON,98121,1851,2,PrivateNonProfit,2013,33,762,4.3,2012,32,895,3.5,2011,47,860,5.4
4878,CLACKAMAS COMMUNITY COLLEGE,19600 MOLALLA AVENUE,OREGON CITY,OR,OREGON,97045,7998,1,Public,2013,365,1755,20.7,2012,328,1544,21.2,2011,222,1187,18.7
3424,CLAFLIN UNIVERSITY,400 MAGNOLIA STREET,ORANGEBURG,SC,SOUTH CAROLINA,29115,4498,2,PrivateNonProfit,2013,71,605,11.7,2012,83,612,13.5,2011,78,541,14.4
1169,CLAREMONT GRADUATE UNIVERSITY,170 EAST 10TH STREET,CLAREMONT,CA,CALIFORNIA,91711,6163,2,PrivateNonProfit,2013,9,472,1.9,2012,19,487,3.9,2011,9,422,2.1
1170,CLAREMONT MCKENNA COLLEGE,500 EAST NINTH STREET,CLAREMONT,CA,CALIFORNIA,91711,6400,2,PrivateNonProfit,2013,0,63,0,2012,0,64,0,2011,0,85,0
1288,CLAREMONT SCHOOL OF THEOLOGY,1325 NORTH COLLEGE AVENUE,CLAREMONT,CA,CALIFORNIA,91711,3199,2,PrivateNonProfit,2013,0,35,0,2012,2,47,4.2,2011,3,51,5.8
3554,CLARENDON COLLEGE,1122 COLLEGE DRIVE,CLARENDON,TX,TEXAS,79226,0,1,Public,2013,73,413,17.6,2012,93,405,22.9,2011,87,318,27.3
25500,CLARION COUNTY CAREER CENTER PRACTICAL NURSING,447 CAREER ROAD,SHIPPENVILLE,PA,PENNSYLVANIA,16254,4637,1,Public,2013,12,85,14.1,2012,3,35,8.5,2011,10,97,10.3
3318,CLARION UNIVERSITY OF PENNSYLVANIA,840 WOOD STREET,CLARION,PA,PENNSYLVANIA,16214,1232,1,Public,2013,185,2108,8.7,2012,149,1958,7.6,2011,155,1900,8.1
1559,CLARK ATLANTA UNIVERSITY,223 JAMES P. BRAWLEY DRIVE SW,ATLANTA,GA,GEORGIA,30314,4385,2,PrivateNonProfit,2013,197,1608,12.2,2012,156,1557,10,2011,188,1516,12.4
3773,CLARK COLLEGE,1933 FORT VANCOUVER WAY,VANCOUVER,WA,WASHINGTON,98663,3598,1,Public,2013,558,2699,20.6,2012,487,2398,20.3,2011,360,1891,19
4852,CLARK STATE COMMUNITY COLLEGE,570 EAST LEFFEL LANE,SPRINGFIELD,OH,OHIO,45505,4795,1,Public,2013,494,2057,24,2012,534,2108,25.3,2011,357,1507,23.6
2139,CLARK UNIVERSITY,950 MAIN STREET,WORCESTER,MA,MASSACHUSETTS,1610,1473,2,PrivateNonProfit,2013,9,520,1.7,2012,13,544,2.3,2011,18,499,3.6
1852,CLARKE UNIVERSITY,1550 CLARKE DRIVE,DUBUQUE,IA,IOWA,52001,3198,2,PrivateNonProfit,2013,12,363,3.3,2012,15,353,4.2,2011,20,327,6.1
2670,CLARKS SUMMIT UNIVERSITY,538 VENARD ROAD,SOUTH ABINGTON TWP.,PA,PENNSYLVANIA,18411,1250,2,PrivateNonProfit,2013,9,216,4.1,2012,10,239,4.1,2011,9,246,3.6
8959,CLARKSBURG BEAUTY ACADEMY & SCHOOL OF MASSAGE THERAPY,120 SOUTH 3RD STREET,CLARKSBURG,WV,WEST VIRGINIA,26301,2903,3,PrivateForProfit,2013,9,85,10.5,2012,12,62,19.3,2011,15,86,17.4
9862,CLARKSON COLLEGE,101 SOUTH 42ND STREET,OMAHA,NE,NEBRASKA,68131,2739,2,PrivateNonProfit,2013,6,341,1.7,2012,10,314,3.1,2011,6,260,2.3
2699,CLARKSON UNIVERSITY,8 CLARKSON AVENUE,POTSDAM,NY,NEW YORK,13699,1403,2,PrivateNonProfit,2013,16,905,1.7,2012,22,764,2.8,2011,17,695,2.4
3189,CLATSOP COMMUNITY COLLEGE,1651 LEXINGTON AVENUE,ASTORIA,OR,OREGON,97103,3698,1,Public,2013,59,270,21.8,2012,40,274,14.5,2011,36,157,22.9
8976,CLAYTON STATE UNIVERSITY,2000 CLAYTON STATE BOULEVARD,MORROW,GA,GEORGIA,30260,285,1,Public,2013,239,2437,9.8,2012,185,2291,8,2011,203,2165,9.3
21696,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,1620 RIVER ROAD,CLEARFIELD,PA,PENNSYLVANIA,16830,9702,1,Public,2013,7,52,13.4,2012,2,50,4,2011,9,80,11.2
2246,CLEARY UNIVERSITY,3750 CLEARY DRIVE,HOWELL,MI,MICHIGAN,48843,8566,2,PrivateNonProfit,2013,16,256,6.2,2012,23,294,7.8,2011,25,323,7.7
3425,CLEMSON UNIVERSITY,201 SIKES HALL,CLEMSON,SC,SOUTH CAROLINA,29634,1,1,Public,2013,89,3008,2.9,2012,82,2929,2.7,2011,109,2697,4
3982,CLEVELAND INSTITUTE OF ART (THE),11610 EUCLID AVENUE,CLEVELAND,OH,OHIO,44106,4387,2,PrivateNonProfit,2013,12,144,8.3,2012,15,127,11.8,2011,9,166,5.4
21107,CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS,2450 PROSPECT AVENUE EAST2ND FLOOR,CLEVELAND,OH,OHIO,44115,2285,3,PrivateForProfit,2013,54,513,10.5,2012,42,651,6.4,2011,50,763,6.5
3031,CLEVELAND INSTITUTE OF MUSIC (THE),11021 EAST BOULEVARD,CLEVELAND,OH,OHIO,44106,1776,2,PrivateNonProfit,2013,1,110,0.9,2012,3,109,2.7,2011,2,90,2.2
3999,CLEVELAND STATE COMMUNITY COLLEGE,3535 ADKISSON DRIVE NORTHWEST,CLEVELAND,TN,TENNESSEE,37312,2858,1,Public,2013,208,972,21.3,2012,163,873,18.6,2011,112,620,18
3032,CLEVELAND STATE UNIVERSITY,2121 EUCLID AVENUE,CLEVELAND,OH,OHIO,44115,2214,1,Public,2013,365,4793,7.6,2012,390,4718,8.2,2011,395,4354,9
20907,CLEVELAND UNIVERSITY-KANSAS CITY,10850 LOWELL AVENUE,OVERLAND PARK,KS,KANSAS,66210,1613,2,PrivateNonProfit,2013,6,167,3.5,2012,9,171,5.2,2011,10,148,6.7
4923,CLINTON COLLEGE,1029 CRAWFORD ROAD,ROCK HILL,SC,SOUTH CAROLINA,29730,5152,2,PrivateNonProfit,2013,24,88,27.2,2012,24,68,35.2,2011,19,66,28.7
6787,CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,136 CLINTON POINT DRIVE,PLATTSBURGH,NY,NEW YORK,12901,5690,1,Public,2013,106,578,18.3,2012,107,710,15,2011,97,601,16.1
24975,CLINTON TECHNICAL SCHOOL,602 SOUTH FIFTH STREET,CLINTON,MO,MISSOURI,64735,2966,1,Public,2013,8,71,11.2,2012,7,44,15.9,2011,5,21,23.8
1909,CLOUD COUNTY COMMUNITY COLLEGE,2221 CAMPUS DRIVE,CONCORDIA,KS,KANSAS,66901,1002,1,Public,2013,93,582,15.9,2012,101,562,17.9,2011,122,535,22.8
5752,CLOVER PARK TECHNICAL COLLEGE,"4500 STEILACOOM BOULEVARD, SW ",LAKEWOOD,WA,WASHINGTON,98499,4004,1,Public,2013,236,1070,22,2012,190,1131,16.7,2011,189,1008,18.7
4743,CLOVIS COMMUNITY COLLEGE,417 SCHEPPS BOULEVARD,CLOVIS,NM,NEW MEXICO,88101,8381,1,Public,2013,44,210,20.9,2012,48,240,20,2011,60,224,26.7
42534,CLOVIS COMMUNITY COLLEGE,10309 NORTH WILLOW AVENUE,FRESNO,CA,CALIFORNIA,93730,5401,1,Public,2013,52,289,17.9,2012,,,,2011,,,
41153,COACHELLA VALLEY BEAUTY COLLEGE,79450 HIGHWAY 111,LA QUINTA,CA,CALIFORNIA,92253,4501,3,PrivateForProfit,2013,10,51,19.6,2012,13,53,24.5,2011,11,56,19.6
41265,COAST CAREER INSTITUTE,1354 SOUTH HILL STREET,LOS ANGELES,CA,CALIFORNIA,90015,3040,3,PrivateForProfit,2013,18,88,20.4,2012,26,55,47.2,2011,77,138,55.7
3546,COASTAL BEND COLLEGE,3800 CHARCO ROAD,BEEVILLE,TX,TEXAS,78102,2197,1,Public,2013,88,457,19.2,2012,135,599,22.5,2011,135,576,23.4
5316,COASTAL CAROLINA COMMUNITY COLLEGE,444 WESTERN BOULEVARD,JACKSONVILLE,NC,NORTH CAROLINA,28546,6816,1,Public,2013,25,111,22.5,2012,9,19,47.3,2011,0,0,0
3451,COASTAL CAROLINA UNIVERSITY,103 TOM TROUT DRIVE,CONWAY,SC,SOUTH CAROLINA,29526,8428,1,Public,2013,248,2644,9.3,2012,213,2310,9.2,2011,229,2141,10.6
20635,COASTLINE COMMUNITY COLLEGE,11460 WARNER AVENUE,FOUNTAIN VALLEY,CA,CALIFORNIA,92708,2597,1,Public,2013,68,432,15.7,2012,33,310,10.6,2011,31,189,16.4
35773,COBA COSMETOLOGY ACADEMY,102 NORTH GLASSELL STREET,ORANGE,CA,CALIFORNIA,92866,1407,3,PrivateForProfit,2013,13,150,8.6,2012,9,54,16.6,2011,2,68,2.9
30906,COBB BEAUTY COLLEGE,3096 CHEROKEE STREET,KENNESAW,GA,GEORGIA,30144,2828,3,PrivateForProfit,2013,3,36,8.3,2012,4,38,10.5,2011,5,35,14.2
1072,COCHISE COLLEGE,4190 WEST HIGHWAY 80,DOUGLAS,AZ,ARIZONA,85607,6190,1,Public,2013,19,362,5.2,2012,36,374,9.6,2011,34,376,9
6443,COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP,967 NORTH BROADWAY,YONKERS,NY,NEW YORK,10701,1399,2,PrivateNonProfit,2013,2,88,2.2,2012,1,100,1,2011,2,121,1.6
31004,COCONINO COUNTY COMMUNITY COLLEGE,2800 SOUTH LONE TREE ROAD,FLAGSTAFF,AZ,ARIZONA,86005,2701,1,Public,2013,100,582,17.1,2012,113,503,22.4,2011,97,442,21.9
1854,COE COLLEGE,1220 FIRST AVENUE NORTHEAST,CEDAR RAPIDS,IA,IOWA,52402,5092,2,PrivateNonProfit,2013,5,375,1.3,2012,8,341,2.3,2011,18,305,5.9
1910,COFFEYVILLE COMMUNITY COLLEGE,400 WEST 11TH,COFFEYVILLE,KS,KANSAS,67337,5064,1,Public,2013,71,391,18.1,2012,51,372,13.7,2011,58,323,17.9
1177,COGSWELL POLYTECHNICAL COLLEGE,191 BAYPOINTE PARKWAY,SAN JOSE,CA,CALIFORNIA,95134,1697,3,PrivateForProfit,2013,4,71,5.6,2012,4,63,6.3,2011,5,42,11.9
3427,COKER COLLEGE,300 EAST COLLEGE AVENUE,HARTSVILLE,SC,SOUTH CAROLINA,29550,3797,2,PrivateNonProfit,2013,37,367,10,2012,31,373,8.3,2011,35,400,8.7
2039,COLBY COLLEGE,4000 MAYFLOWER HILL,WATERVILLE,ME,MAINE,4901,8840,2,PrivateNonProfit,2013,5,191,2.6,2012,0,187,0,2011,5,199,2.5
1911,COLBY COMMUNITY COLLEGE,1255 SOUTH RANGE,COLBY,KS,KANSAS,67701,4099,1,Public,2013,25,346,7.2,2012,10,280,3.5,2011,17,302,5.6
2572,COLBY-SAWYER COLLEGE,541 MAIN STREET,NEW LONDON,NH,NEW HAMPSHIRE,3257,4648,2,PrivateNonProfit,2013,16,356,4.4,2012,13,288,4.5,2011,17,262,6.4
7296,COLEMAN UNIVERSITY,8888 BALBOA AVENUE,SAN DIEGO,CA,CALIFORNIA,92123,1506,2,PrivateNonProfit,2013,41,294,13.9,2012,31,279,11.1,2011,46,280,16.4
2700,COLGATE ROCHESTER CROZER DIVINITY SCHOOL,1100 SOUTH GOODMAN STREET,ROCHESTER,NY,NEW YORK,14620,2589,2,PrivateNonProfit,2013,4,68,5.8,2012,5,66,7.5,2011,5,70,7.1
2701,COLGATE UNIVERSITY,13 OAK DRIVE,HAMILTON,NY,NEW YORK,13346,1386,2,PrivateNonProfit,2013,3,287,1,2012,7,265,2.6,2011,7,255,2.7
22200,COLLEEN O'HARA'S BEAUTY ACADEMY,109 WEST 4TH STREET,SANTA ANA,CA,CALIFORNIA,92701,4625,3,PrivateForProfit,2013,15,96,15.6,2012,32,150,21.3,2011,18,146,12.3
6771,COLLEGE FOR CREATIVE STUDIES,201 EAST KIRBY,DETROIT,MI,MICHIGAN,48202,4034,2,PrivateNonProfit,2013,20,360,5.5,2012,21,381,5.5,2011,22,331,6.6
6720,COLLEGE OF ALAMEDA,555 RALPH APPEZZATO MEMORIAL PKY,ALAMEDA,CA,CALIFORNIA,94501,2109,1,Public,2013,5,51,9.8,2012,7,40,17.5,2011,6,32,18.7
34224,COLLEGE OF BIBLICAL STUDIES-HOUSTON,7000 REGENCY SQUARE BOULEVARD,HOUSTON,TX,TEXAS,77036,3211,2,PrivateNonProfit,2013,9,123,7.3,2012,5,88,5.6,2011,14,114,12.2
30716,COLLEGE OF BUSINESS & TECHNOLOGY,8700 WEST FLAGLER STREET SUITE 420,MIAMI,FL,FLORIDA,33174,2407,3,PrivateForProfit,2013,102,819,12.4,2012,85,721,11.7,2011,117,714,16.3
1471,COLLEGE OF CENTRAL FLORIDA,3001 SW COLLEGE ROAD,OCALA,FL,FLORIDA,34474,4415,1,Public,2013,356,1967,18,2012,323,1547,20.8,2011,301,1184,25.4
3428,COLLEGE OF CHARLESTON,66 GEORGE STREET,CHARLESTON,SC,SOUTH CAROLINA,29424,100,1,Public,2013,99,2010,4.9,2012,83,1960,4.2,2011,118,1787,6.6
1558,COLLEGE OF COASTAL GEORGIA,ONE COLLEGE DRIVE,BRUNSWICK,GA,GEORGIA,31520,3644,1,Public,2013,126,938,13.4,2012,174,866,20,2011,107,530,20.1
21061,COLLEGE OF COSMETOLOGY,357 EAST MAIN STREET,KLAMATH FALLS,OR,OREGON,97601,3233,3,PrivateForProfit,2013,6,60,10,2012,4,38,10.5,2011,18,56,32.1
26158,COLLEGE OF COURT REPORTING,111 WEST TENTH STREETSUITE 111,HOBART,IN,INDIANA,46342,5969,3,PrivateForProfit,2013,10,118,8.4,2012,7,121,5.7,2011,11,145,7.5
6656,COLLEGE OF DU PAGE,425 FAWELL BOULEVARD,GLEN ELLYN,IL,ILLINOIS,60137,6599,1,Public,2013,494,3127,15.7,2012,311,2356,13.2,2011,249,1854,13.4
20797,COLLEGE OF HAIR DESIGN,304 SOUTH 11TH STREET,LINCOLN,NE,NEBRASKA,68508,2199,3,PrivateForProfit,2013,17,195,8.7,2012,23,193,11.9,2011,7,186,3.7
7941,COLLEGE OF HAIR DESIGN,722 WATER STREET SUITE 201,WATERLOO,IA,IOWA,50703,1834,3,PrivateForProfit,2013,3,41,7.3,2012,2,34,5.8,2011,20,88,22.7
23379,COLLEGE OF HAIR DESIGN CAREERS,1684 CLAY STREET NORTH EAST,SALEM,OR,OREGON,97301,1952,3,PrivateForProfit,2013,1,49,2,2012,4,49,8.1,2011,6,54,11.1
31281,COLLEGE OF HEALTH CARE PROFESSIONS (THE),240 NORTHWEST MALL BOULEVARD,HOUSTON,TX,TEXAS,77092,8541,3,PrivateForProfit,2013,176,819,21.4,2012,237,971,24.4,2011,240,930,25.8
34263,COLLEGE OF HEALTH CARE PROFESSIONS (THE),6505 AIRPORT BOULEVARD SUITE 102,AUSTIN,TX,TEXAS,78752,3630,3,PrivateForProfit,2013,21,144,14.5,2012,38,191,19.8,2011,44,211,20.8
1617,COLLEGE OF IDAHO (THE),2112 CLEVELAND BOULEVARD,CALDWELL,ID,IDAHO,83605,4432,2,PrivateNonProfit,2013,9,240,3.7,2012,6,230,2.6,2011,14,195,7.1
41849,COLLEGE OF INTERNATIONAL ESTHETICS,7330 WEST 52ND AVENUEUNIT T,ARVADA,CO,COLORADO,80002,3754,3,PrivateForProfit,2013,6,88,6.8,2012,0,17,0,2011,0,0,0
7694,COLLEGE OF LAKE COUNTY,19351 WEST WASHINGTON STREET,GRAYSLAKE,IL,ILLINOIS,60030,1198,1,Public,2013,94,791,11.8,2012,86,679,12.6,2011,77,497,15.4
1178,COLLEGE OF MARIN,835 COLLEGE AVENUE,KENTFIELD,CA,CALIFORNIA,94904,2590,1,Public,2013,116,425,27.2,2012,82,320,25.6,2011,76,317,23.9
41686,COLLEGE OF MASSAGE THERAPY,98 POPLAR STREET BINGHAM MEMORIA,BLACKFOOT,ID,IDAHO,83221,1758,3,PrivateForProfit,2013,2,34,5.8,2012,2,14,14.2,2011,0,4,0
2703,COLLEGE OF MOUNT SAINT VINCENT,6301 RIVERDALE AVENUE,RIVERDALE,NY,NEW YORK,10471,1093,2,PrivateNonProfit,2013,39,553,7,2012,27,535,5,2011,38,479,7.9
2642,COLLEGE OF NEW JERSEY (THE),2000 PENNINGTON ROAD,EWING,NJ,NEW JERSEY,8628,718,1,Public,2013,19,1294,1.4,2012,17,1285,1.3,2011,21,1221,1.7
2704,COLLEGE OF NEW ROCHELLE (THE),29 CASTLE PLACE,NEW ROCHELLE,NY,NEW YORK,10805,2339,2,PrivateNonProfit,2013,167,1459,11.4,2012,186,1590,11.6,2011,229,1348,16.9
2140,COLLEGE OF OUR LADY OF THE ELMS,291 SPRINGFIELD STREET,CHICOPEE,MA,MASSACHUSETTS,1013,2839,2,PrivateNonProfit,2013,27,419,6.4,2012,22,314,7,2011,29,353,8.2
2341,COLLEGE OF SAINT BENEDICT,37 SOUTH COLLEGE AVENUE,ST JOSEPH,MN,MINNESOTA,56374,2099,2,PrivateNonProfit,2013,4,431,0.9,2012,5,482,1,2011,5,423,1.1
2600,COLLEGE OF SAINT ELIZABETH,2 CONVENT ROAD,MORRISTOWN,NJ,NEW JERSEY,7960,6989,2,PrivateNonProfit,2013,22,355,6.1,2012,19,407,4.6,2011,32,381,8.3
3685,COLLEGE OF SAINT JOSEPH,71 CLEMENT ROAD,RUTLAND,VT,VERMONT,5701,3899,2,PrivateNonProfit,2013,17,125,13.6,2012,15,153,9.8,2011,19,144,13.1
2540,COLLEGE OF SAINT MARY,7000 MERCY ROAD,OMAHA,NE,NEBRASKA,68106,2606,2,PrivateNonProfit,2013,33,407,8.1,2012,24,424,5.6,2011,37,460,8
2705,COLLEGE OF SAINT ROSE,432 WESTERN AVENUE,ALBANY,NY,NEW YORK,12203,1490,2,PrivateNonProfit,2013,52,1513,3.4,2012,71,1559,4.5,2011,78,1585,4.9
2343,COLLEGE OF SAINT SCHOLASTICA,1200 KENWOOD AVENUE,DULUTH,MN,MINNESOTA,55811,4199,2,PrivateNonProfit,2013,43,1264,3.4,2012,41,1160,3.5,2011,55,1150,4.7
1181,COLLEGE OF SAN MATEO,1700 WEST HILLSDALE BOULEVARD,SAN MATEO,CA,CALIFORNIA,94402,3784,1,Public,2013,14,83,16.8,2012,8,79,10.1,2011,8,69,11.5
1619,COLLEGE OF SOUTHERN IDAHO,315 FALLS AVENUE,TWIN FALLS,ID,IDAHO,83303,3398,1,Public,2013,738,3618,20.3,2012,712,3436,20.7,2011,600,2508,23.9
2064,COLLEGE OF SOUTHERN MARYLAND,8730 MITCHELL ROAD,LA PLATA,MD,MARYLAND,20646,910,1,Public,2013,83,625,13.2,2012,59,505,11.6,2011,54,425,12.7
10362,COLLEGE OF SOUTHERN NEVADA,6375 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,NEVADA,89146,1139,1,Public,2013,398,2297,17.3,2012,460,2553,18,2011,402,1988,20.2
2698,COLLEGE OF STATEN ISLAND/CUNY,2800 VICTORY BOULEVARD,STATEN ISLAND,NY,NEW YORK,10314,6600,1,Public,2013,108,1445,7.4,2012,116,1452,7.9,2011,154,1337,11.5
2917,COLLEGE OF THE ALBEMARLE,1208 NORTH ROAD STREET,ELIZABETH CITY,NC,NORTH CAROLINA,27909,2327,1,Public,2013,11,64,17.1,2012,5,16,31.2,2011,0,0,0
11385,COLLEGE OF THE ATLANTIC,105 EDEN STREET,BAR HARBOR,ME,MAINE,4609,1105,2,PrivateNonProfit,2013,1,91,1,2012,3,101,2.9,2011,4,74,5.4
8903,COLLEGE OF THE CANYONS,26455 ROCKWELL CANYON ROAD,SANTA CLARITA,CA,CALIFORNIA,91355,1899,1,Public,2013,107,702,15.2,2012,84,618,13.5,2011,90,533,16.8
1182,COLLEGE OF THE DESERT,43-500 MONTEREY AVENUE,PALM DESERT,CA,CALIFORNIA,92260,9305,1,Public,2013,47,208,22.5,2012,27,151,17.8,2011,21,91,23
2141,COLLEGE OF THE HOLY CROSS,1 COLLEGE STREET,WORCESTER,MA,MASSACHUSETTS,1610,2395,2,PrivateNonProfit,2013,2,436,0.4,2012,13,504,2.5,2011,8,420,1.9
7096,COLLEGE OF THE MAINLAND,1200 AMBURN ROAD,TEXAS CITY,TX,TEXAS,77591,2499,1,Public,2013,42,206,20.3,2012,15,108,13.8,2011,7,19,36.8
9976,COLLEGE OF THE OUACHITAS,ONE COLLEGE CIRCLE,MALVERN,AR,ARKANSAS,72104,816,1,Public,2013,29,198,14.6,2012,30,215,13.9,2011,28,165,16.9
1185,COLLEGE OF THE REDWOODS,7351 TOMPKINS HILL ROAD,EUREKA,CA,CALIFORNIA,95501,9300,1,Public,2013,96,422,22.7,2012,112,469,23.8,2011,127,514,24.7
1186,COLLEGE OF THE SEQUOIAS,915 SOUTH MOONEY BOULEVARD,VISALIA,CA,CALIFORNIA,93277,2234,1,Public,2013,31,182,17,2012,30,167,17.9,2011,35,179,19.5
1187,COLLEGE OF THE SISKIYOUS,800 COLLEGE AVENUE,WEED,CA,CALIFORNIA,96094,2899,1,Public,2013,88,383,22.9,2012,100,352,28.4,2011,115,391,29.4
5208,COLLEGE OF WESTCHESTER (THE),325 CENTRAL AVENUE,WHITE PLAINS,NY,NEW YORK,10606,1231,3,PrivateForProfit,2013,33,591,5.5,2012,55,698,7.8,2011,69,736,9.3
