opeid,name,address,city,state,state_desc,zipcode,zipcode_ext,school_type_code,school_type_desc,year_1,year_1_borrowers_in_default,year_1_borrowers_in_repay,year_1_default_rate,year_2,year_2_borrowers_in_default,year_2_borrowers_in_repay,year_2_default_rate,year_3,year_3_borrowers_in_default,year_3_borrowers_in_repay,year_3_default_rate
7845,NEW ENGLAND INSTITUTE OF TECHNOLOGY,1408 DIVISION ROAD,EAST GREENWICH,RI,RHODE ISLAND,2818,1205,2,PrivateNonProfit,2013,9,1511,0.5,2012,17,1650,1,2011,36,1729,2
8916,NEW ENGLAND LAW | BOSTON,154 STUART STREET,BOSTON,MA,MASSACHUSETTS,2116,5687,2,PrivateNonProfit,2013,4,377,1,2012,3,351,0.8,2011,13,332,3.9
22470,NEW ENGLAND SCHOOL OF HAIR DESIGN,12 INTERCHANGE DRIVE,WEST LEBANON,NH,NEW HAMPSHIRE,3784,2003,3,PrivateForProfit,2013,2,30,6.6,2012,8,47,17,2011,8,36,22.2
21635,NEW ENGLAND SCHOOL OF PHOTOGRAPHY,537 COMMONWEALTH AVENUE,BOSTON,MA,MASSACHUSETTS,2215,2005,3,PrivateForProfit,2013,3,41,7.3,2012,7,51,13.7,2011,7,61,11.4
22025,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,32 FIELD ROAD,SOMERS,CT,CONNECTICUT,6071,2036,3,PrivateForProfit,2013,169,1211,13.9,2012,169,1142,14.7,2011,220,1192,18.4
25844,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,600 MOSHASSUCK VALLEYINDUSTRIAL HIGH,PAWTUCKET,RI,RHODE ISLAND,2860,1752,3,PrivateForProfit,2013,137,937,14.6,2012,102,666,15.3,2011,93,512,18.1
37293,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,153 LOWELL ROAD,HUDSON,NH,NEW HAMPSHIRE,3051,4906,3,PrivateForProfit,2013,14,98,14.2,2012,6,38,15.7,2011,6,42,14.2
31823,NEW HAMPSHIRE INSTITUTE OF ART,148 CONCORD STREET,MANCHESTER,NH,NEW HAMPSHIRE,3104,4858,2,PrivateNonProfit,2013,20,175,11.4,2012,16,145,11,2011,17,134,12.6
21597,NEW HOPE CHRISTIAN COLLEGE,2155 BAILEY HILL ROAD,EUGENE,OR,OREGON,97405,1194,2,PrivateNonProfit,2013,14,98,14.2,2012,10,58,17.2,2011,10,64,15.6
2613,NEW JERSEY CITY UNIVERSITY,2039 KENNEDY BOULEVARD,JERSEY CITY,NJ,NEW JERSEY,7305,1597,1,Public,2013,193,2128,9,2012,136,1865,7.2,2011,111,1685,6.5
2621,NEW JERSEY INSTITUTE OF TECHNOLOGY,323 MARTIN LUTHER KING BLVD.,NEWARK,NJ,NEW JERSEY,7102,1982,1,Public,2013,57,1474,3.8,2012,60,1445,4.1,2011,59,1203,4.9
41480,NEW LIFE BUSINESS INSTITUTE,161-10 JAMAICA AVENUESUITE 404,JAMAICA,NY,NEW YORK,11432,6149,3,PrivateForProfit,2013,89,188,47.3,2012,90,235,38.2,2011,59,182,32.4
2653,NEW MEXICO HIGHLANDS UNIVERSITY,NATIONAL AVENUE,LAS VEGAS,NM,NEW MEXICO,87701,4436,1,Public,2013,111,834,13.3,2012,133,827,16,2011,115,708,16.2
2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,801 LEROY PLACE,SOCORRO,NM,NEW MEXICO,87801,4796,1,Public,2013,11,205,5.3,2012,11,209,5.2,2011,13,186,6.9
2655,NEW MEXICO JUNIOR COLLEGE,5317 LOVINGTON HIGHWAY,HOBBS,NM,NEW MEXICO,88240,9123,1,Public,2013,43,188,22.8,2012,64,226,28.3,2011,72,241,29.8
2656,NEW MEXICO MILITARY INSTITUTE,101 WEST COLLEGE,ROSWELL,NM,NEW MEXICO,88201,5173,1,Public,2013,7,56,12.5,2012,7,44,15.9,2011,6,37,16.2
2657,NEW MEXICO STATE UNIVERSITY,"UNIVERSITY AVENUE, MSC 5100EDUCATIONAL SER",LAS CRUCES,NM,NEW MEXICO,88003,8001,1,Public,2013,1091,5556,19.6,2012,1164,5755,20.2,2011,1042,5226,19.9
32243,NEW PROFESSIONS TECHNICAL INSTITUTE,4000 WEST FLAGLER STREET,MIAMI,FL,FLORIDA,33134,1640,3,PrivateForProfit,2013,18,113,15.9,2012,9,71,12.6,2011,10,72,13.8
39603,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,280 UNIVERSITY DRIVE,BEAVER,WV,WEST VIRGINIA,25813,2636,1,Public,2013,178,696,25.5,2012,211,767,27.5,2011,320,809,39.5
5223,NEW RIVER COMMUNITY COLLEGE,5251 COLLEGE DRIVE,DUBLIN,VA,VIRGINIA,24084,1127,1,Public,2013,140,682,20.5,2012,119,612,19.4,2011,108,576,18.7
21822,NEW SCHOOL CENTER FOR MEDIA,7 HARRIMAN CAMPUS ROAD SUITE 100,ALBANY,NY,NEW YORK,12206,1106,3,PrivateForProfit,2013,19,91,20.8,2012,12,69,17.3,2011,35,120,29.1
20662,"NEW SCHOOL, THE",66 WEST 12TH STREET,NEW YORK,NY,NEW YORK,10011,8603,2,PrivateNonProfit,2013,95,2212,4.2,2012,108,2274,4.7,2011,126,2335,5.3
22842,NEW TYLER BARBER COLLEGE,1221 EAST 7TH STREET,NORTH LITTLE ROCK,AR,ARKANSAS,72114,4973,3,PrivateForProfit,2013,3,30,10,2012,9,49,18.3,2011,8,50,16
26001,NEW YORK ACADEMY OF ART (THE),111 FRANKLIN STREET,NEW YORK,NY,NEW YORK,10013,2911,2,PrivateNonProfit,2013,5,43,11.6,2012,0,45,0,2011,3,37,8.1
35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,178-18 LIBERTY AVENUE,JAMAICA,NY,NEW YORK,11433,1433,3,PrivateForProfit,2013,94,405,23.2,2012,70,328,21.3,2011,64,275,23.2
21634,NEW YORK CAREER INSTITUTE,11 PARK PLACE,NEW YORK,NY,NEW YORK,10007,2801,3,PrivateForProfit,2013,56,449,12.4,2012,44,335,13.1,2011,51,328,15.5
12277,NEW YORK CHIROPRACTIC COLLEGE,2360 STATE ROUTE 89,SENECA FALLS,NY,NEW YORK,13148,800,2,PrivateNonProfit,2013,1,184,0.5,2012,1,204,0.4,2011,5,205,2.4
2696,NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW,300 JAY STREET,BROOKLYN,NY,NEW YORK,11201,2983,1,Public,2013,77,1094,7,2012,92,1088,8.4,2011,131,924,14.1
25994,NEW YORK COLLEGE OF HEALTH PROFESSIONS,6801 JERICHO TURNPIKE,SYOSSET,NY,NEW YORK,11791,4413,2,PrivateNonProfit,2013,37,293,12.6,2012,32,290,11,2011,40,320,12.5
2749,NEW YORK COLLEGE OF PODIATRIC MEDICINE,53 EAST 124TH STREET,NEW YORK,NY,NEW YORK,10035,1940,2,PrivateNonProfit,2013,2,88,2.2,2012,3,92,3.2,2011,1,100,1
34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,200 OLD COUNTRY ROAD SUITE 500,MINEOLA,NY,NEW YORK,11501,4005,2,PrivateNonProfit,2013,2,87,2.2,2012,4,83,4.8,2011,2,33,6
31207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),39 WEST 19TH STREET,NEW YORK,NY,NEW YORK,10011,4225,3,PrivateForProfit,2013,10,139,7.1,2012,11,153,7.1,2011,10,151,6.6
41188,NEW YORK FILM ACADEMY,3300 WEST RIVERSIDE DRIVE,BURBANK,CA,CALIFORNIA,91505,4068,3,PrivateForProfit,2013,12,199,6,2012,9,131,6.8,2011,1,30,3.3
32033,NEW YORK INSTITUTE OF MASSAGE,4701 TRANSIT ROAD,WILLIAMSVILLE,NY,NEW YORK,14221,6021,3,PrivateForProfit,2013,6,84,7.1,2012,7,97,7.2,2011,9,85,10.5
2782,NEW YORK INSTITUTE OF TECHNOLOGY,NORTHERN BOULEVARD,OLD WESTBURY,NY,NEW YORK,11568,8000,2,PrivateNonProfit,2013,131,2069,6.3,2012,94,2068,4.5,2011,154,2209,6.9
2783,NEW YORK LAW SCHOOL,185 WEST BROADWAY,NEW YORK,NY,NEW YORK,10013,2960,2,PrivateNonProfit,2013,8,635,1.2,2012,7,580,1.2,2011,12,535,2.2
41337,NEW YORK MEDICAL CAREER TRAINING CENTER,36-09 MAIN STREET5TH FLOOR,FLUSHING,NY,NEW YORK,11354,6504,3,PrivateForProfit,2013,18,120,15,2012,10,106,9.4,2011,3,22,13.6
2784,NEW YORK MEDICAL COLLEGE,40 SUNSHINE COTTAGE ROAD ADMINISTRATION,VALHALLA,NY,NEW YORK,10595,1600,2,PrivateNonProfit,2013,2,429,0.4,2012,1,415,0.2,2011,5,409,1.2
11617,NEW YORK METHODIST HOSPITAL,CENTER FOR ALLIED HEALTH EDUCATION 1401 KINGS HIGH,BROOKLYN,NY,NEW YORK,11229,9023,2,PrivateNonProfit,2013,13,146,8.9,2012,3,58,5.1,2011,2,52,3.8
10551,NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS,33-10 QUEENS BOULEVARD 2ND FLOOR,LONG ISLAND CITY,NY,NEW YORK,11101,2327,3,PrivateForProfit,2013,19,350,5.4,2012,32,438,7.3,2011,82,505,16.2
41905,NEW YORK SCHOOL OF ESTHETICS & DAY SPA,239 CENTRAL AVENUE 3RD FLOOR,WHITE PLAINS,NY,NEW YORK,10606,3232,3,PrivateForProfit,2013,3,32,9.3,2012,0,6,0,2011,0,0,0
20690,NEW YORK SCHOOL OF INTERIOR DESIGN,170 EAST 70TH STREET,NEW YORK,NY,NEW YORK,10021,5110,2,PrivateNonProfit,2013,1,93,1,2012,2,119,1.6,2011,4,126,3.1
2674,NEW YORK THEOLOGICAL SEMINARY,475 RIVERSIDE DRIVESUITE 500,NEW YORK,NY,NEW YORK,10115,2,2,PrivateNonProfit,2013,6,56,10.7,2012,6,36,16.6,2011,1,16,6.2
2785,NEW YORK UNIVERSITY,70 WASHINGTON SQUARE SOUTH,NEW YORK,NY,NEW YORK,10012,1091,2,PrivateNonProfit,2013,186,9685,1.9,2012,204,9836,2,2011,246,9597,2.5
3440,NEWBERRY COLLEGE,2100 COLLEGE STREET,NEWBERRY,SC,SOUTH CAROLINA,29108,2197,2,PrivateNonProfit,2013,49,393,12.4,2012,46,363,12.6,2011,48,319,15
7130,NEWBERRY SCHOOL OF BEAUTY,16852 DEVONSHIRE STREET,GRANADA HILLS,CA,CALIFORNIA,91344,7404,3,PrivateForProfit,2013,6,112,5.3,2012,10,117,8.5,2011,8,103,7.7
7484,NEWBURY COLLEGE,129 FISHER AVENUE,BROOKLINE,MA,MASSACHUSETTS,2445,5796,2,PrivateNonProfit,2013,44,324,13.5,2012,33,360,9.1,2011,48,345,13.9
1939,NEWMAN UNIVERSITY,3100 MCCORMICK AVENUE,WICHITA,KS,KANSAS,67213,2084,2,PrivateNonProfit,2013,49,584,8.3,2012,41,628,6.5,2011,31,532,5.8
30800,NEWPORT SCHOOL OF HAIRDRESSING,222-226 MAIN STREET,PAWTUCKET,RI,RHODE ISLAND,2860,4038,3,PrivateForProfit,2013,2,75,2.6,2012,2,63,3.1,2011,0,48,0
30439,NEWSCHOOL OF ARCHITECTURE AND DESIGN,1249 F STREET,SAN DIEGO,CA,CALIFORNIA,92101,6634,3,PrivateForProfit,2013,10,194,5.1,2012,20,195,10.2,2011,20,178,11.2
2581,NHTI- CONCORD'S COMMUNITY COLLEGE,31 COLLEGE DRIVE,CONCORD,NH,NEW HAMPSHIRE,3301,7412,1,Public,2013,174,1626,10.7,2012,124,1507,8.2,2011,136,1282,10.6
2874,NIAGARA COUNTY COMMUNITY COLLEGE,3111 SAUNDERS SETTLEMENT ROAD,SANBORN,NY,NEW YORK,14132,9460,1,Public,2013,245,1543,15.8,2012,225,1594,14.1,2011,267,1700,15.7
2788,NIAGARA UNIVERSITY,LEWISTON ROAD,NIAGARA UNIVERSITY,NY,NEW YORK,14109,2010,2,PrivateNonProfit,2013,50,1017,4.9,2012,73,1042,7,2011,64,949,6.7
25595,NICHOLAS JAY SALON & SPA ACADEMY,120 HOLLY STREET,NAMPA,ID,IDAHO,83686,5104,3,PrivateForProfit,2013,12,94,12.7,2012,8,82,9.7,2011,8,77,10.3
2005,NICHOLLS STATE UNIVERSITY,906 EAST FIRST STREET,THIBODAUX,LA,LOUISIANA,70310,1,1,Public,2013,159,1509,10.5,2012,132,1438,9.1,2011,121,1398,8.6
2197,NICHOLS COLLEGE,CENTER ROAD,DUDLEY,MA,MASSACHUSETTS,1571,6346,2,PrivateNonProfit,2013,29,500,5.8,2012,54,506,10.6,2011,55,451,12.1
5384,NICOLET AREA TECHNICAL COLLEGE,RHINELANDER CAMPUS 5364 COLLEGE DR,RHINELANDER,WI,WISCONSIN,54501,518,1,Public,2013,73,379,19.2,2012,81,358,22.6,2011,62,329,18.8
38383,NIGHTINGALE COLLEGE,4155 HARRISON BOULEVARDSUITE 100,OGDEN,UT,UTAH,84403,0,3,PrivateForProfit,2013,4,48,8.3,2012,16,65,24.6,2011,10,33,30.3
25566,NILES SCHOOL OF COSMETOLOGY,8057 NORTH MILWAUKEE AVENUE,NILES,IL,ILLINOIS,60714,2827,3,PrivateForProfit,2013,5,93,5.3,2012,1,34,2.9,2011,2,33,6
41761,NORCO COLLEGE,2001 THIRD STREET,NORCO,CA,CALIFORNIA,92860,2600,1,Public,2013,1,50,2,2012,154,1012,15.2,2011,124,786,15.7
3765,NORFOLK STATE UNIVERSITY,700 PARK AVENUE,NORFOLK,VA,VIRGINIA,23504,8000,1,Public,2013,323,2555,12.6,2012,318,2209,14.3,2011,405,1960,20.6
7954,NORMANDALE COMMUNITY COLLEGE,9700 FRANCE AVENUE SOUTH,BLOOMINGTON,MN,MINNESOTA,55431,4399,1,Public,2013,315,2855,11,2012,329,2685,12.2,2011,378,2386,15.8
7187,NORTH ADRIAN'S COLLEGE OF BEAUTY,124 FLOYD AVENUE,MODESTO,CA,CALIFORNIA,95350,2381,3,PrivateForProfit,2013,30,178,16.8,2012,43,219,19.6,2011,43,186,23.1
4056,NORTH AMERICAN BAPTIST SEMINARY,2100 S SUMMIT AVE,SIOUX FALLS,SD,SOUTH DAKOTA,57105,2729,2,PrivateNonProfit,2013,1,79,1.2,2012,1,31,3.2,2011,5,79,6.3
25454,NORTH AMERICAN TRADE SCHOOLS,6901 SECURITY BOULEVARDSUITE 16,BALTIMORE,MD,MARYLAND,21244,69,3,PrivateForProfit,2013,114,493,23.1,2012,147,586,25,2011,195,696,28
41795,NORTH AMERICAN UNIVERSITY,11929 WEST AIRPORT BOULEVARD,STAFFORD,TX,TEXAS,77477,2451,2,PrivateNonProfit,2013,14,57,24.5,2012,1,6,16.6,2011,0,0,0
12261,NORTH ARKANSAS COLLEGE,1515 PIONEER DRIVE,HARRISON,AR,ARKANSAS,72601,5508,1,Public,2013,103,440,23.4,2012,107,468,22.8,2011,114,464,24.5
21979,NORTH BENNET STREET SCHOOL,150 NORTH STREET,BOSTON,MA,MASSACHUSETTS,2109,0,2,PrivateNonProfit,2013,3,51,5.8,2012,3,62,4.8,2011,8,47,17
2905,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,1601 EAST MARKET STREET,GREENSBORO,NC,NORTH CAROLINA,27411,1,1,Public,2013,400,2956,13.5,2012,453,3051,14.8,2011,499,2762,18
2950,NORTH CAROLINA CENTRAL UNIVERSITY,1801 FAYETTEVILLE STREET,DURHAM,NC,NORTH CAROLINA,27707,3198,1,Public,2013,231,2644,8.7,2012,347,2603,13.3,2011,424,2518,16.8
2972,NORTH CAROLINA STATE UNIVERSITY,20 WATAUGA CLUB DRIVECAMPUS BOX 7001,RALEIGH,NC,NORTH CAROLINA,27695,7001,1,Public,2013,142,5093,2.7,2012,166,4762,3.4,2011,173,4219,4.1
2951,NORTH CAROLINA WESLEYAN COLLEGE,3400 NORTH WESLEYAN BOULEVARD,ROCKY MOUNT,NC,NORTH CAROLINA,27804,8699,2,PrivateNonProfit,2013,91,562,16.1,2012,84,580,14.4,2011,105,519,20.2
1734,NORTH CENTRAL COLLEGE,30 NORTH BRAINARD STREET,NAPERVILLE,IL,ILLINOIS,60540,4690,2,PrivateNonProfit,2013,30,849,3.5,2012,24,717,3.3,2011,46,838,5.4
30791,NORTH CENTRAL INSTITUTE,168 JACK MILLER BOULEVARD,CLARKSVILLE,TN,TENNESSEE,37042,3116,3,PrivateForProfit,2013,11,49,22.4,2012,11,54,20.3,2011,14,56,25
5265,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,3033 US HIGHWAY 24,BELOIT,KS,KANSAS,67420,0,1,Public,2013,53,337,15.7,2012,44,323,13.6,2011,37,285,12.9
2299,NORTH CENTRAL MICHIGAN COLLEGE,1515 HOWARD STREET,PETOSKEY,MI,MICHIGAN,49770,8740,1,Public,2013,77,387,19.8,2012,60,384,15.6,2011,58,349,16.6
2514,NORTH CENTRAL MISSOURI COLLEGE,1301 MAIN STREET,TRENTON,MO,MISSOURI,64683,1824,1,Public,2013,74,480,15.4,2012,89,475,18.7,2011,82,375,21.8
25799,NORTH CENTRAL OPPORTUNITIES INDUSTRIALIZATION CENTER,120 JACKSON STREET,FAIRMONT,WV,WEST VIRGINIA,26554,2936,2,PrivateNonProfit,2013,17,75,22.6,2012,18,84,21.4,2011,31,90,34.4
5313,NORTH CENTRAL STATE COLLEGE,2441 KENWOOD CIRCLE,MANSFIELD,OH,OHIO,44906,1546,1,Public,2013,192,1049,18.3,2012,231,1172,19.7,2011,279,1061,26.2
3558,NORTH CENTRAL TEXAS COLLEGE,1525 WEST CALIFORNIA STREET,GAINESVILLE,TX,TEXAS,76240,4699,1,Public,2013,238,1849,12.8,2012,275,1562,17.6,2011,186,1197,15.5
2369,NORTH CENTRAL UNIVERSITY,910 ELLIOT AVENUE,MINNEAPOLIS,MN,MINNESOTA,55404,1391,2,PrivateNonProfit,2013,17,395,4.3,2012,20,433,4.6,2011,15,350,4.2
7111,NORTH COUNTRY COMMUNITY COLLEGE,23 SANTANONI AVENUE,SARANAC LAKE,NY,NEW YORK,12983,2046,1,Public,2013,105,545,19.2,2012,104,514,20.2,2011,120,557,21.5
2996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,800 NORTH 6TH STREET,WAHPETON,ND,NORTH DAKOTA,58076,2,1,Public,2013,102,972,10.4,2012,107,956,11.1,2011,116,953,12.1
2997,NORTH DAKOTA STATE UNIVERSITY - FARGO,1301 12TH AVENUE NORTH,FARGO,ND,NORTH DAKOTA,58102,0,1,Public,2013,104,3227,3.2,2012,121,3256,3.7,2011,103,3037,3.3
41408,NORTH FLORIDA ACADEMY,1115 SOUTH BLANDING BOULEVARDSUITE 202,ORANGE PARK,FL,FLORIDA,32065,7758,3,PrivateForProfit,2013,11,72,15.2,2012,9,65,13.8,2011,6,40,15
35573,NORTH FLORIDA COSMETOLOGY INSTITUTE,2424 ALLEN ROAD,TALLAHASSEE,FL,FLORIDA,32312,2603,3,PrivateForProfit,2013,14,135,10.3,2012,13,131,9.9,2011,8,111,7.2
5619,NORTH GEORGIA TECHNICAL COLLEGE,HIGHWAY 197 NORTH,CLARKESVILLE,GA,GEORGIA,30523,0,1,Public,2013,58,229,25.3,2012,14,55,25.4,2011,0,0,0
3441,NORTH GREENVILLE UNIVERSITY,7801 TIGERVILLE ROAD,TIGERVILLE,SC,SOUTH CAROLINA,29688,1892,2,PrivateNonProfit,2013,50,526,9.5,2012,50,529,9.4,2011,34,491,6.9
21127,"NORTH HAVEN ACADEMY, LLC ",97 WASHINGTON AVENUE,NORTH HAVEN,CT,CONNECTICUT,6473,3108,3,PrivateForProfit,2013,7,100,7,2012,9,142,6.3,2011,9,116,7.7
2370,NORTH HENNEPIN COMMUNITY COLLEGE,7411 85TH AVENUE NORTH,BROOKLYN PARK,MN,MINNESOTA,55445,2299,1,Public,2013,346,2399,14.4,2012,295,2209,13.3,2011,301,1948,15.4
1623,NORTH IDAHO COLLEGE,1000 WEST GARDEN AVENUE,COEUR D'ALENE,ID,IDAHO,83814,2199,1,Public,2013,509,2211,23,2012,413,1894,21.8,2011,325,1442,22.5
1877,NORTH IOWA AREA COMMUNITY COLLEGE,500 COLLEGE DRIVE,MASON CITY,IA,IOWA,50401,7299,1,Public,2013,187,1018,18.3,2012,213,1049,20.3,2011,195,965,20.2
20774,NORTH LAKE COLLEGE,5001 NORTH MAC ARTHUR BOULEVARD,IRVING,TX,TEXAS,75038,3899,1,Public,2013,92,529,17.3,2012,54,445,12.1,2011,54,347,15.5
1735,NORTH PARK UNIVERSITY,3225 WEST FOSTER AVENUE,CHICAGO,IL,ILLINOIS,60625,4895,2,PrivateNonProfit,2013,47,889,5.2,2012,47,893,5.2,2011,48,809,5.9
2173,NORTH SHORE COMMUNITY COLLEGE,1 FERNCROFT ROAD,DANVERS,MA,MASSACHUSETTS,1923,4093,1,Public,2013,116,974,11.9,2012,138,977,14.1,2011,97,771,12.5
11707,NORTH-WEST COLLEGE,"2121 WEST GARVEY AVENUE, NORTH",WEST COVINA,CA,CALIFORNIA,91790,2097,3,PrivateForProfit,2013,25,532,4.6,2012,38,592,6.4,2011,59,528,11.1
25916,NORTH-WEST COLLEGE,530 EAST UNION STREET,PASADENA,CA,CALIFORNIA,91101,1744,3,PrivateForProfit,2013,6,169,3.5,2012,12,169,7.1,2011,17,124,13.7
12872,NORTH-WEST COLLEGE,134 WEST HOLT AVENUE,POMONA,CA,CALIFORNIA,91768,3199,3,PrivateForProfit,2013,16,497,3.2,2012,33,361,9.1,2011,56,381,14.6
7191,NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,3835 GREEN POND ROAD,BETHLEHEM,PA,PENNSYLVANIA,18020,7599,1,Public,2013,241,1659,14.5,2012,207,1577,13.1,2011,238,1532,15.5
5387,NORTHCENTRAL TECHNICAL COLLEGE,1000 WEST CAMPUS DRIVE,WAUSAU,WI,WISCONSIN,54401,1899,1,Public,2013,255,1277,19.9,2012,220,1022,21.5,2011,150,1064,14
38133,NORTHCENTRAL UNIVERSITY,10000 EAST UNIVERSITY DRIVE,PRESCOTT VALLEY,AZ,ARIZONA,86314,2336,3,PrivateForProfit,2013,98,2135,4.5,2012,76,1603,4.7,2011,64,903,7
41183,NORTHCOAST MEDICAL TRAINING ACADEMY,1832 STATE ROUTE 59,KENT,OH,OHIO,44240,4174,3,PrivateForProfit,2013,17,132,12.8,2012,30,232,12.9,2011,28,202,13.8
1031,NORTHEAST ALABAMA COMMUNITY COLLEGE,138HIGHWAY 35138ALABAMA HI,RAINSVILLE,AL,ALABAMA,35986,159,1,Public,2013,67,419,15.9,2012,92,396,23.2,2011,91,402,22.6
22233,NORTHEAST CATHOLIC COLLEGE,511 KEARSARGE MOUNTAIN ROAD,WARNER,NH,NEW HAMPSHIRE,3278,4012,2,PrivateNonProfit,2013,2,50,4,2012,2,25,8,2011,1,10,10
11667,NORTHEAST COMMUNITY COLLEGE,801 EAST BENJAMIN AVENUE PO BOX 469,NORFOLK,NE,NEBRASKA,68702,469,1,Public,2013,159,969,16.4,2012,102,902,11.3,2011,93,826,11.2
4587,NORTHEAST IOWA COMMUNITY COLLEGE,1625 HIGHWAY 150 SOUTH,CALMAR,IA,IOWA,52132,400,1,Public,2013,226,1437,15.7,2012,293,1601,18.3,2011,322,1401,22.9
2426,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,101 CUNNINGHAM BOULEVARD,BOONEVILLE,MS,MISSISSIPPI,38829,1731,1,Public,2013,157,734,21.3,2012,175,701,24.9,2011,169,642,26.3
24544,NORTHEAST OHIO MEDICAL UNIVERSITY,4209 STATE ROUTE 44,ROOTSTOWN,OH,OHIO,44272,9621,1,Public,2013,0,209,0,2012,1,215,0.4,2011,0,138,0
5378,NORTHEAST STATE COMMUNITY COLLEGE,2425 HIGHWAY 75,BLOUNTVILLE,TN,TENNESSEE,37617,246,1,Public,2013,240,1138,21,2012,272,1247,21.8,2011,238,992,23.9
41851,NORTHEAST TECHNICAL INSTITUTE,51 US ROUTE 1SUITE K,SCARBOROUGH,ME,MAINE,4074,0,3,PrivateForProfit,2013,42,225,18.6,2012,21,89,23.5,2011,0,0,0
23154,NORTHEAST TEXAS COMMUNITY COLLEGE,F.M. #1735 CHAPEL HILL ROAD,MOUNT PLEASANT,TX,TEXAS,75456,0,1,Public,2013,120,517,23.2,2012,76,267,28.4,2011,17,77,22
5301,NORTHEAST WISCONSIN TECHNICAL COLLEGE,2740 WEST MASON STREET,GREEN BAY,WI,WISCONSIN,54303,4999,1,Public,2013,382,2426,15.7,2012,437,2581,16.9,2011,386,2089,18.4
1693,NORTHEASTERN ILLINOIS UNIVERSITY,5500 NORTH SAINT LOUIS AVENUE,CHICAGO,IL,ILLINOIS,60625,4699,1,Public,2013,132,1917,6.8,2012,107,1732,6.1,2011,98,1449,6.7
1361,NORTHEASTERN JUNIOR COLLEGE,100 COLLEGE AVENUE,STERLING,CO,COLORADO,80751,2399,1,Public,2013,86,514,16.7,2012,100,525,19,2011,107,418,25.5
3160,NORTHEASTERN OKLAHOMA A & M COLLEGE,200 I STREET NORTHEAST,MIAMI,OK,OKLAHOMA,74354,6497,1,Public,2013,195,844,23.1,2012,152,690,22,2011,136,547,24.8
34194,NORTHEASTERN SEMINARY,2265 WESTSIDE DRIVE,ROCHESTER,NY,NEW YORK,14624,1997,2,PrivateNonProfit,2013,4,35,11.4,2012,5,32,15.6,2011,0,33,0
3161,NORTHEASTERN STATE UNIVERSITY,600 NORTH GRAND,TAHLEQUAH,OK,OKLAHOMA,74464,2399,1,Public,2013,253,2487,10.1,2012,349,2504,13.9,2011,393,2386,16.4
2199,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVENUE,BOSTON,MA,MASSACHUSETTS,2115,5000,2,PrivateNonProfit,2013,100,5201,1.9,2012,142,5057,2.8,2011,195,4537,4.2
1082,NORTHERN ARIZONA UNIVERSITY,"GAMMAGE, BUILDING #1 KNOLES DRIVEROOM 209 ",FLAGSTAFF,AZ,ARIZONA,86011,1,1,Public,2013,450,6708,6.7,2012,463,6336,7.3,2011,567,5513,10.2
41489,NORTHERN CALIFORNIA INSTITUTE OF COSMETOLOGY,601 EAST 14TH STREET,SAN LEANDRO,CA,CALIFORNIA,94577,2820,3,PrivateForProfit,2013,17,45,37.7,2012,4,32,12.5,2011,2,8,25
23515,NORTHERN CAREER INSTITUTE,"34050 GLEN DRIVE, SUITE 2 ",EASTLAKE,OH,OHIO,44095,2604,1,Public,2013,9,61,14.7,2012,7,55,12.7,2011,6,60,10
2174,NORTHERN ESSEX COMMUNITY COLLEGE,100 ELLIOTT STREET,HAVERHILL,MA,MASSACHUSETTS,1830,2399,1,Public,2013,140,1026,13.6,2012,139,910,15.2,2011,147,779,18.8
1737,NORTHERN ILLINOIS UNIVERSITY,ALTGELD HALL - ROOM 300A,DEKALB,IL,ILLINOIS,60115,2854,1,Public,2013,389,5750,6.7,2012,402,5753,6.9,2011,498,5269,9.4
9275,NORTHERN KENTUCKY UNIVERSITY,NUNN DRIVE 101 LUCAS ADMIN,HIGHLAND HEIGHTS,KY,KENTUCKY,41099,1,1,Public,2013,315,3866,8.1,2012,406,4235,9.5,2011,348,3514,9.9
5760,NORTHERN MAINE COMMUNITY COLLEGE,33 EDGEMONT DRIVE,PRESQUE ISLE,ME,MAINE,4769,2016,1,Public,2013,57,304,18.7,2012,78,333,23.4,2011,45,295,15.2
2301,NORTHERN MICHIGAN UNIVERSITY,1401 PRESQUE ISLE AVENUE,MARQUETTE,MI,MICHIGAN,49855,5316,1,Public,2013,263,2631,9.9,2012,254,2640,9.6,2011,296,2433,12.1
