date,low_temp,high_temp,precipitation,snowfall,snowdepth,avgwindspeed,fog,mist,rain,ice,snow,freezingrain,thunder,highwind,hail
12/9/16,27.1,41,0,0,0,3.8,No,No,No,No,No,No,No,No,No
12/10/16,20.1,45,0,0,0,1.79,No,No,No,No,No,No,No,No,No
12/11/16,23.2,46,0,0,0,2.91,Yes,No,No,No,No,No,No,No,No
12/12/16,37,62.1,0.03,0,0,5.37,Yes,No,No,No,No,No,No,No,No
12/13/16,37.9,55,0,0,0,2.68,Yes,No,No,No,No,No,No,No,No
12/14/16,34,52,0,0,0,3.58,No,No,No,No,No,No,No,No,No
12/15/16,24.3,41,0,0,0,6.49,No,No,No,No,No,No,No,No,No
12/16/16,19.2,32,0.01,0,0,4.7,No,No,No,No,No,No,No,No,No
12/17/16,28.2,48.9,0.01,0,0,6.49,Yes,No,No,No,No,No,No,No,No
12/18/16,43,75,0.22,0,0,11.41,Yes,No,No,No,No,No,No,No,No
12/19/16,34,46.9,0.21,0,0,9.62,Yes,No,No,No,No,No,No,No,No
12/20/16,29.1,45,0,0,0,4.47,No,No,No,No,No,No,No,No,No
12/21/16,27.1,59,0,0,0,2.24,Yes,No,No,No,No,No,No,No,No
12/22/16,37.9,66,0,0,0,7.38,No,No,No,No,No,No,No,No,No
12/23/16,29.1,53.1,0,0,0,2.91,No,No,No,No,No,No,No,No,No
12/24/16,43,59,0.02,0,0,3.13,Yes,No,No,No,No,No,No,No,No
12/25/16,48,60.1,0,0,0,5.14,No,No,No,No,No,No,No,No,No
12/26/16,46.9,60.1,0.04,0,0,4.92,Yes,No,No,No,No,No,No,No,No
12/27/16,52,68,0.01,0,0,10.29,Yes,No,No,No,No,No,No,No,No
12/28/16,36,60.1,0,0,0,2.91,Yes,No,No,No,No,No,No,No,No
12/29/16,39,63,0.35,0,0,7.83,Yes,No,No,No,No,No,No,No,No
12/30/16,28.2,48,0,0,0,8.28,No,No,No,No,No,No,No,No,No
12/31/16,23.2,50,0,0,0,8.72,No,No,No,No,No,No,No,No,No
