DEPARTURE_DATETIME,AIRLINE,DAY_OF_WEEK,DISTANCE,AIR_TIME,TAXI_IN,TAXI_OUT,DEPARTURE_DELAY
2015-10-14 07:58:00,AA,3,641,84.0,11.0,13.0,-2.0
2015-10-14 08:16:00,WN,3,1044,123.0,4.0,10.0,-4.0
2015-10-14 08:29:00,WN,3,296,42.0,4.0,8.0,-1.0
2015-10-14 09:01:00,UA,3,1846,244.0,5.0,23.0,-4.0
2015-10-14 09:17:00,EV,3,585,93.0,4.0,49.0,-4.0
2015-10-14 09:37:00,DL,3,409,66.0,7.0,16.0,-5.0
2015-10-14 09:52:00,AA,3,1013,138.0,7.0,14.0,-3.0
2015-10-14 09:52:00,AA,3,184,35.0,7.0,16.0,-8.0
2015-10-14 10:36:00,VX,3,1381,168.0,6.0,8.0,-4.0
2015-10-14 10:43:00,AA,3,731,100.0,10.0,16.0,-2.0
2015-10-14 11:11:00,DL,3,1299,168.0,6.0,10.0,-3.0
2015-10-14 12:07:00,MQ,3,716,124.0,2.0,22.0,-6.0
2015-10-14 12:48:00,AA,3,214,40.0,10.0,18.0,-12.0
2015-10-14 13:46:00,MQ,3,280,43.0,6.0,16.0,-4.0
2015-10-14 15:20:00,NK,3,236,49.0,6.0,19.0,-10.0
2015-10-14 15:33:00,UA,3,991,121.0,22.0,7.0,-4.0
2015-10-14 16:00:00,UA,3,337,56.0,15.0,15.0,-5.0
2015-10-14 17:00:00,WN,3,239,42.0,9.0,7.0,0.0
2015-10-14 17:29:00,B6,3,427,69.0,12.0,19.0,0.0
2015-10-14 18:15:00,UA,3,2288,247.0,8.0,15.0,-5.0
2015-10-14 18:32:00,WN,3,581,83.0,4.0,10.0,-3.0
2015-10-14 19:30:00,F9,3,826,141.0,10.0,13.0,-5.0
2015-10-14 20:14:00,AA,3,632,96.0,2.0,42.0,-6.0
2015-10-14 20:18:00,WN,3,850,111.0,5.0,14.0,-2.0
2015-10-14 21:36:00,WN,3,369,60.0,5.0,16.0,-4.0
2015-10-14 22:03:00,DL,3,214,41.0,4.0,16.0,3.0
2015-10-14 22:09:00,UA,3,224,37.0,3.0,21.0,-3.0
2015-10-15 05:20:00,EV,4,140,28.0,7.0,10.0,-5.0
2015-10-15 05:56:00,WN,4,1189,160.0,6.0,13.0,-4.0
2015-10-15 05:58:00,OO,4,316,51.0,10.0,21.0,-2.0
2015-10-15 06:08:00,WN,4,391,63.0,5.0,9.0,-7.0
2015-10-15 07:27:00,UA,4,1723,204.0,7.0,8.0,32.0
2015-10-15 07:51:00,UA,4,991,134.0,7.0,11.0,-6.0
2015-10-15 07:51:00,AA,4,328,61.0,6.0,20.0,-9.0
2015-10-15 08:17:00,MQ,4,594,77.0,6.0,27.0,-3.0
2015-10-15 08:41:00,WN,4,577,86.0,8.0,28.0,16.0
2015-10-15 09:08:00,DL,4,334,67.0,3.0,24.0,-3.0
2015-10-15 09:49:00,UA,4,783,133.0,10.0,15.0,-6.0
2015-10-15 09:56:00,NK,4,1055,141.0,4.0,15.0,-3.0
2015-10-15 10:56:00,EV,4,223,41.0,10.0,9.0,-9.0
2015-10-15 10:56:00,OO,4,73,17.0,5.0,21.0,-4.0
2015-10-15 11:26:00,WN,4,764,117.0,6.0,28.0,-4.0
2015-10-15 12:05:00,AA,4,334,51.0,21.0,14.0,-6.0
2015-10-15 12:49:00,B6,4,1237,163.0,3.0,11.0,9.0
2015-10-15 14:37:00,WN,4,494,73.0,3.0,6.0,2.0
2015-10-15 14:38:00,EV,4,301,44.0,4.0,12.0,-10.0
2015-10-15 15:08:00,WN,4,391,58.0,7.0,8.0,8.0
2015-10-15 15:45:00,WN,4,283,42.0,4.0,12.0,10.0
2015-10-15 17:14:00,EV,4,460,89.0,7.0,13.0,-11.0
2015-10-15 17:59:00,WN,4,616,93.0,8.0,11.0,-1.0
2015-10-15 18:26:00,DL,4,223,38.0,3.0,10.0,78.0
2015-10-15 19:10:00,OO,4,373,64.0,21.0,15.0,3.0
2015-10-15 19:51:00,AA,4,331,63.0,6.0,16.0,11.0
2015-10-15 20:01:00,DL,4,529,73.0,4.0,31.0,-5.0
2015-10-15 20:33:00,WN,4,472,71.0,4.0,22.0,-7.0
2015-10-15 22:05:00,WN,4,192,33.0,4.0,13.0,15.0
2015-10-16 06:55:00,EV,5,476,87.0,6.0,15.0,-5.0
2015-10-16 06:57:00,WN,5,372,67.0,5.0,14.0,-3.0
2015-10-16 07:05:00,AA,5,802,109.0,10.0,27.0,5.0
2015-10-16 07:29:00,WN,5,978,130.0,8.0,9.0,-6.0
2015-10-16 08:00:00,AA,5,2248,263.0,21.0,23.0,0.0
2015-10-16 08:42:00,WN,5,787,118.0,8.0,19.0,-3.0
2015-10-16 09:25:00,AA,5,641,86.0,12.0,12.0,0.0
2015-10-16 10:01:00,OO,5,737,104.0,3.0,20.0,-2.0
2015-10-16 10:26:00,AA,5,255,44.0,6.0,17.0,-4.0
2015-10-16 11:09:00,WN,5,479,68.0,6.0,7.0,14.0
2015-10-16 11:33:00,EV,5,438,71.0,18.0,10.0,6.0
2015-10-16 12:50:00,WN,5,546,77.0,4.0,8.0,15.0
2015-10-16 14:00:00,UA,5,977,129.0,19.0,11.0,-5.0
2015-10-16 14:47:00,WN,5,1256,192.0,4.0,20.0,-3.0
2015-10-16 14:51:00,WN,5,1838,227.0,6.0,8.0,1.0
2015-10-16 15:17:00,OO,5,649,99.0,3.0,19.0,1.0
2015-10-16 15:17:00,AA,5,1660,209.0,9.0,10.0,3.0
2015-10-16 15:21:00,F9,5,908,157.0,6.0,18.0,16.0
2015-10-16 15:49:00,AS,5,978,141.0,5.0,9.0,-6.0
2015-10-16 16:24:00,EV,5,166,31.0,22.0,13.0,25.0
2015-10-16 17:17:00,OO,5,463,68.0,5.0,16.0,-13.0
2015-10-16 17:46:00,EV,5,293,50.0,28.0,13.0,-12.0
2015-10-16 18:50:00,WN,5,1014,140.0,6.0,12.0,5.0
2015-10-16 20:06:00,AA,5,290,39.0,3.0,22.0,-4.0
2015-10-16 20:17:00,UA,5,541,66.0,5.0,11.0,17.0
2015-10-16 21:40:00,NK,5,177,31.0,7.0,9.0,0.0
2015-10-16 21:52:00,DL,5,588,82.0,5.0,14.0,-3.0
2015-10-17 06:52:00,MQ,6,137,24.0,8.0,13.0,-2.0
2015-10-17 06:58:00,WN,6,369,57.0,5.0,29.0,-2.0
2015-10-17 08:20:00,WN,6,236,45.0,6.0,7.0,0.0
2015-10-17 08:41:00,OO,6,119,30.0,3.0,19.0,-7.0
2015-10-17 09:44:00,EV,6,292,63.0,5.0,18.0,-6.0
2015-10-17 11:36:00,EV,6,295,55.0,5.0,24.0,-7.0
2015-10-17 11:51:00,F9,6,895,119.0,11.0,9.0,-4.0
2015-10-17 15:24:00,UA,6,2586,342.0,7.0,28.0,-10.0
2015-10-17 16:08:00,DL,6,1250,174.0,6.0,25.0,-7.0
2015-10-17 16:19:00,B6,6,1069,151.0,6.0,20.0,20.0
2015-10-17 17:40:00,MQ,6,285,40.0,2.0,11.0,0.0
2015-10-17 18:40:00,AA,6,592,90.0,8.0,14.0,0.0
2015-10-17 19:25:00,UA,6,1005,123.0,8.0,18.0,2.0
2015-10-17 20:14:00,WN,6,226,39.0,4.0,10.0,-6.0
2015-10-17 23:00:00,AS,6,1448,189.0,4.0,14.0,-5.0
2015-10-18 06:13:00,WN,7,356,64.0,9.0,8.0,-2.0
2015-10-18 06:41:00,OO,7,67,23.0,7.0,23.0,-2.0
2015-10-18 07:29:00,UA,7,1190,149.0,9.0,14.0,5.0
2015-10-18 07:30:00,DL,7,594,101.0,6.0,11.0,-1.0
2015-10-18 07:30:00,OO,7,615,90.0,4.0,13.0,15.0
2015-10-18 07:49:00,WN,7,1313,176.0,4.0,7.0,-1.0
2015-10-18 10:00:00,DL,7,615,82.0,3.0,10.0,-6.0
2015-10-18 10:20:00,F9,7,846,116.0,5.0,7.0,-5.0
2015-10-18 10:41:00,WN,7,302,54.0,4.0,11.0,1.0
2015-10-18 10:48:00,DL,7,640,96.0,4.0,11.0,-2.0
2015-10-18 11:14:00,UA,7,406,61.0,3.0,13.0,-2.0
2015-10-18 11:20:00,AA,7,544,86.0,16.0,21.0,-5.0
2015-10-18 11:30:00,UA,7,391,65.0,8.0,15.0,-4.0
2015-10-18 11:37:00,WN,7,1009,138.0,8.0,11.0,-3.0
2015-10-18 12:19:00,DL,7,1590,215.0,6.0,17.0,11.0
2015-10-18 12:42:00,DL,7,1541,173.0,9.0,11.0,-8.0
2015-10-18 13:59:00,EV,7,1134,159.0,6.0,13.0,-1.0
2015-10-18 14:27:00,OO,7,343,54.0,4.0,35.0,-3.0
2015-10-18 14:35:00,WN,7,543,79.0,5.0,11.0,15.0
2015-10-18 14:38:00,OO,7,374,51.0,3.0,13.0,0.0
2015-10-18 15:59:00,WN,7,1390,192.0,6.0,11.0,24.0
2015-10-18 16:57:00,OO,7,1250,155.0,5.0,18.0,-3.0
2015-10-18 17:21:00,EV,7,170,32.0,3.0,12.0,-8.0
2015-10-18 17:30:00,AS,7,954,130.0,14.0,13.0,-5.0
2015-10-18 17:44:00,WN,7,1315,174.0,6.0,10.0,-1.0
2015-10-18 17:52:00,WN,7,255,46.0,9.0,66.0,52.0
2015-10-18 20:37:00,EV,7,487,75.0,7.0,9.0,25.0
2015-10-18 21:03:00,EV,7,565,83.0,4.0,17.0,-3.0
2015-10-19 05:44:00,WN,1,585,82.0,7.0,9.0,-1.0
2015-10-19 06:36:00,NK,1,632,86.0,13.0,12.0,-9.0
2015-10-19 07:21:00,NK,1,753,110.0,3.0,22.0,-1.0
2015-10-19 07:54:00,AA,1,550,83.0,13.0,9.0,-1.0
2015-10-19 08:14:00,AA,1,1576,237.0,3.0,13.0,-1.0
2015-10-19 08:28:00,WN,1,601,84.0,5.0,17.0,-2.0
2015-10-19 08:39:00,UA,1,236,45.0,6.0,19.0,-1.0
2015-10-19 08:40:00,AA,1,1660,209.0,16.0,15.0,-5.0
2015-10-19 08:54:00,AA,1,1587,190.0,10.0,24.0,-5.0
2015-10-19 09:01:00,EV,1,677,92.0,6.0,17.0,-6.0
2015-10-19 10:06:00,AA,1,1055,134.0,10.0,10.0,16.0
2015-10-19 10:20:00,F9,1,967,122.0,6.0,13.0,5.0
2015-10-19 10:28:00,MQ,1,304,49.0,6.0,23.0,23.0
2015-10-19 10:36:00,OO,1,67,18.0,4.0,17.0,-6.0
2015-10-19 10:42:00,NK,1,1379,162.0,9.0,10.0,-3.0
2015-10-19 11:20:00,HA,1,102,22.0,6.0,7.0,-9.0
2015-10-19 11:31:00,WN,1,1218,165.0,6.0,16.0,-4.0
2015-10-19 12:39:00,EV,1,641,103.0,14.0,10.0,-1.0
2015-10-19 13:04:00,B6,1,994,145.0,4.0,10.0,-4.0
2015-10-19 13:31:00,AS,1,987,148.0,5.0,9.0,-4.0
2015-10-19 13:35:00,WN,1,337,56.0,17.0,8.0,0.0
2015-10-19 13:41:00,DL,1,444,70.0,8.0,10.0,-3.0
2015-10-19 14:20:00,WN,1,859,126.0,5.0,5.0,-5.0
2015-10-19 14:31:00,B6,1,399,71.0,4.0,13.0,-9.0
2015-10-19 15:29:00,WN,1,909,113.0,4.0,7.0,-1.0
2015-10-19 15:48:00,B6,1,2611,345.0,4.0,19.0,3.0
2015-10-19 16:02:00,AA,1,861,117.0,12.0,16.0,-3.0
2015-10-19 16:08:00,DL,1,2475,287.0,9.0,19.0,-7.0
2015-10-19 17:29:00,OO,1,67,26.0,22.0,14.0,-5.0
2015-10-19 18:20:00,AS,1,550,82.0,7.0,13.0,-10.0
2015-10-19 18:37:00,B6,1,2422,322.0,6.0,29.0,38.0
2015-10-19 18:51:00,AA,1,204,40.0,7.0,9.0,-4.0
2015-10-19 19:25:00,AA,1,337,53.0,10.0,25.0,-5.0
2015-10-19 19:52:00,EV,1,475,84.0,9.0,9.0,144.0
2015-10-19 21:54:00,AA,1,919,123.0,9.0,24.0,39.0
2015-10-19 22:41:00,OO,1,262,45.0,3.0,27.0,-4.0
2015-10-20 04:59:00,AA,2,1235,150.0,16.0,17.0,-1.0
2015-10-20 06:46:00,WN,2,666,97.0,9.0,18.0,-4.0
2015-10-20 06:56:00,MQ,2,140,46.0,6.0,8.0,-4.0
2015-10-20 07:28:00,DL,2,1428,191.0,11.0,10.0,-2.0
2015-10-20 07:52:00,WN,2,283,48.0,4.0,15.0,-3.0
2015-10-20 08:36:00,DL,2,954,144.0,9.0,18.0,-4.0
2015-10-20 08:56:00,OO,2,262,45.0,5.0,19.0,6.0
2015-10-20 09:17:00,MQ,2,583,86.0,13.0,15.0,-13.0
2015-10-20 09:26:00,AA,2,280,62.0,3.0,22.0,-4.0
2015-10-20 09:26:00,DL,2,534,77.0,3.0,11.0,-4.0
2015-10-20 09:54:00,AA,2,184,37.0,4.0,32.0,-6.0
2015-10-20 10:07:00,EV,2,89,24.0,16.0,9.0,-7.0
2015-10-20 11:31:00,WN,2,189,33.0,4.0,8.0,11.0
2015-10-20 11:57:00,WN,2,452,69.0,3.0,6.0,-8.0
2015-10-20 12:58:00,AA,2,280,63.0,5.0,18.0,28.0
2015-10-20 15:08:00,VX,2,2586,313.0,16.0,10.0,-2.0
2015-10-20 15:23:00,MQ,2,690,100.0,13.0,15.0,-10.0
2015-10-20 15:40:00,HA,2,216,34.0,6.0,11.0,-3.0
2015-10-20 16:01:00,DL,2,1620,200.0,6.0,11.0,-1.0
2015-10-20 16:24:00,OO,2,160,30.0,3.0,23.0,29.0
2015-10-20 16:48:00,UA,2,404,63.0,8.0,15.0,-7.0
2015-10-20 17:24:00,AA,2,936,115.0,12.0,17.0,-1.0
2015-10-20 17:59:00,WN,2,580,84.0,3.0,13.0,4.0
2015-10-20 18:52:00,AA,2,1197,170.0,11.0,13.0,12.0
2015-10-20 19:32:00,OO,2,209,38.0,6.0,14.0,-8.0
2015-10-20 19:54:00,EV,2,429,61.0,4.0,13.0,-6.0
2015-10-20 20:33:00,WN,2,302,54.0,19.0,5.0,-2.0
2015-10-20 20:35:00,AA,2,190,33.0,5.0,14.0,-5.0
2015-10-20 20:43:00,DL,2,2092,268.0,5.0,18.0,18.0
2015-10-20 22:00:00,DL,2,444,58.0,4.0,9.0,21.0
2015-10-20 22:06:00,DL,2,373,57.0,5.0,22.0,-4.0
2015-10-20 22:28:00,DL,2,813,115.0,6.0,11.0,13.0
2015-10-21 06:40:00,WN,3,1452,199.0,5.0,10.0,-5.0
2015-10-21 06:55:00,DL,3,297,45.0,5.0,15.0,-4.0
2015-10-21 07:17:00,DL,3,1587,177.0,8.0,18.0,-3.0
2015-10-21 07:29:00,DL,3,606,90.0,5.0,11.0,-1.0
2015-10-21 07:38:00,B6,3,814,115.0,6.0,16.0,23.0
2015-10-21 08:39:00,OO,3,119,25.0,4.0,19.0,-9.0
2015-10-21 08:48:00,DL,3,907,121.0,6.0,19.0,-7.0
2015-10-21 09:07:00,EV,3,429,65.0,11.0,11.0,-10.0
2015-10-21 09:23:00,AA,3,2174,292.0,8.0,33.0,-2.0
2015-10-21 10:17:00,WN,3,358,60.0,3.0,10.0,-3.0
2015-10-21 10:25:00,AS,3,1739,207.0,20.0,15.0,-5.0
2015-10-21 12:38:00,OO,3,363,63.0,5.0,11.0,-1.0
2015-10-21 14:30:00,DL,3,240,40.0,6.0,10.0,-5.0
2015-10-21 14:32:00,AA,3,814,119.0,6.0,13.0,2.0
2015-10-21 15:06:00,OO,3,589,86.0,4.0,17.0,-9.0
2015-10-21 15:14:00,WN,3,436,57.0,3.0,16.0,-1.0
2015-10-21 15:15:00,WN,3,591,92.0,5.0,23.0,10.0
2015-10-21 15:30:00,EV,3,529,79.0,11.0,31.0,-5.0
2015-10-21 15:44:00,UA,3,1605,189.0,9.0,17.0,1.0
2015-10-21 16:26:00,AA,3,236,41.0,11.0,20.0,-4.0
2015-10-21 16:36:00,WN,3,337,57.0,4.0,10.0,16.0
2015-10-21 16:44:00,WN,3,925,119.0,4.0,17.0,-1.0
2015-10-21 17:41:00,DL,3,1127,164.0,7.0,12.0,-4.0
2015-10-21 18:50:00,AA,3,759,110.0,5.0,19.0,-5.0
2015-10-21 18:54:00,UA,3,372,61.0,7.0,13.0,-4.0
2015-10-21 18:57:00,AS,3,680,100.0,4.0,17.0,2.0
2015-10-21 19:24:00,DL,3,377,53.0,4.0,25.0,-7.0
2015-10-21 20:27:00,UA,3,746,99.0,14.0,21.0,-2.0
2015-10-21 21:29:00,B6,3,301,52.0,5.0,20.0,-7.0
2015-10-22 05:24:00,MQ,4,113,30.0,11.0,11.0,-3.0
2015-10-22 05:54:00,DL,4,630,81.0,26.0,27.0,-6.0
2015-10-22 05:58:00,UA,4,1005,126.0,10.0,17.0,-7.0
2015-10-22 06:05:00,DL,4,1087,143.0,6.0,11.0,5.0
2015-10-22 06:53:00,NK,4,977,122.0,8.0,10.0,-7.0
2015-10-22 07:04:00,DL,4,373,60.0,5.0,12.0,-6.0
2015-10-22 07:24:00,DL,4,484,63.0,8.0,13.0,14.0
2015-10-22 08:22:00,UA,4,862,123.0,12.0,13.0,-3.0
2015-10-22 08:24:00,VX,4,1246,165.0,5.0,12.0,-1.0
2015-10-22 08:33:00,WN,4,1491,221.0,6.0,21.0,-2.0
2015-10-22 08:38:00,WN,4,1554,193.0,6.0,6.0,-2.0
2015-10-22 08:39:00,AA,4,247,50.0,14.0,13.0,-3.0
2015-10-22 09:01:00,AA,4,1744,238.0,4.0,12.0,16.0
2015-10-22 09:06:00,WN,4,663,91.0,4.0,33.0,1.0
2015-10-22 09:19:00,EV,4,445,77.0,6.0,10.0,-4.0
2015-10-22 09:23:00,NK,4,1514,181.0,13.0,18.0,-14.0
2015-10-22 09:54:00,WN,4,239,44.0,7.0,13.0,-6.0
2015-10-22 10:11:00,AA,4,631,78.0,6.0,9.0,-4.0
2015-10-22 10:33:00,WN,4,337,58.0,8.0,10.0,-2.0
2015-10-22 11:45:00,AA,4,1021,129.0,6.0,13.0,-4.0
2015-10-22 13:32:00,VX,4,2475,286.0,4.0,9.0,-3.0
2015-10-22 14:27:00,WN,4,519,83.0,3.0,10.0,-3.0
2015-10-22 15:01:00,AA,4,1235,184.0,4.0,62.0,1.0
2015-10-22 16:02:00,MQ,4,501,86.0,15.0,10.0,37.0
2015-10-22 16:04:00,DL,4,1947,221.0,6.0,13.0,64.0
2015-10-22 18:33:00,B6,4,1056,136.0,3.0,16.0,1.0
2015-10-22 19:53:00,AA,4,1096,154.0,5.0,18.0,3.0
2015-10-22 20:58:00,AA,4,1258,162.0,6.0,19.0,-2.0
2015-10-22 21:05:00,OO,4,606,95.0,8.0,20.0,-10.0
2015-10-22 21:13:00,OO,4,201,39.0,4.0,13.0,-3.0
2015-10-22 21:15:00,EV,4,633,83.0,5.0,17.0,-7.0
2015-10-23 05:36:00,WN,5,670,103.0,5.0,8.0,-4.0
2015-10-23 05:41:00,DL,5,516,77.0,8.0,10.0,-4.0
2015-10-23 06:35:00,B6,5,200,51.0,10.0,26.0,0.0
2015-10-23 08:15:00,WN,5,1167,144.0,4.0,10.0,0.0
2015-10-23 08:25:00,WN,5,1246,166.0,10.0,17.0,0.0
2015-10-23 08:47:00,OO,5,190,38.0,3.0,18.0,-4.0
2015-10-23 09:04:00,B6,5,395,66.0,5.0,27.0,-1.0
2015-10-23 09:47:00,UA,5,1491,172.0,4.0,18.0,-8.0
2015-10-23 09:53:00,DL,5,606,91.0,17.0,18.0,-2.0
2015-10-23 10:13:00,OO,5,588,92.0,6.0,17.0,-2.0
2015-10-23 10:27:00,OO,5,626,93.0,9.0,17.0,-8.0
2015-10-23 10:55:00,WN,5,587,81.0,4.0,11.0,0.0
2015-10-23 11:10:00,EV,5,83,19.0,9.0,12.0,-8.0
2015-10-23 12:08:00,DL,5,321,54.0,5.0,11.0,-2.0
2015-10-23 12:16:00,WN,5,407,66.0,5.0,8.0,11.0
2015-10-23 12:27:00,UA,5,416,71.0,3.0,28.0,-2.0
2015-10-23 12:41:00,WN,5,159,35.0,3.0,13.0,61.0
2015-10-23 13:06:00,WN,5,888,113.0,5.0,17.0,11.0
2015-10-23 14:42:00,AS,5,954,131.0,14.0,13.0,-3.0
2015-10-23 14:49:00,EV,5,160,29.0,4.0,16.0,-1.0
2015-10-23 15:01:00,MQ,5,622,97.0,16.0,11.0,-7.0
2015-10-23 15:02:00,EV,5,374,71.0,17.0,16.0,-6.0
2015-10-23 15:52:00,VX,5,447,66.0,4.0,8.0,37.0
2015-10-23 15:58:00,B6,5,68,15.0,2.0,9.0,42.0
2015-10-23 16:09:00,B6,5,612,94.0,8.0,13.0,9.0
2015-10-23 17:34:00,DL,5,352,52.0,19.0,8.0,10.0
2015-10-23 17:57:00,OO,5,838,108.0,3.0,12.0,-8.0
2015-10-23 18:47:00,WN,5,888,130.0,3.0,16.0,22.0
2015-10-23 19:33:00,WN,5,605,91.0,6.0,9.0,3.0
2015-10-23 23:47:00,UA,5,1874,215.0,4.0,10.0,-12.0
2015-10-24 06:26:00,MQ,6,489,82.0,6.0,9.0,11.0
2015-10-24 06:52:00,AA,6,1726,218.0,10.0,25.0,-8.0
2015-10-24 07:10:00,DL,6,669,93.0,7.0,8.0,2.0
2015-10-24 08:17:00,OO,6,679,92.0,8.0,31.0,-13.0
2015-10-24 08:52:00,WN,6,862,112.0,9.0,16.0,-3.0
2015-10-24 10:08:00,UA,6,588,93.0,3.0,14.0,-5.0
2015-10-24 10:19:00,WN,6,462,78.0,4.0,11.0,-1.0
2015-10-24 11:21:00,DL,6,366,59.0,8.0,12.0,-4.0
2015-10-24 11:30:00,UA,6,804,109.0,6.0,17.0,9.0
2015-10-24 13:16:00,OO,6,517,78.0,6.0,16.0,-4.0
2015-10-24 14:46:00,WN,6,1182,158.0,4.0,10.0,6.0
2015-10-24 15:25:00,WN,6,1050,154.0,7.0,8.0,-5.0
2015-10-24 15:38:00,DL,6,577,83.0,5.0,10.0,-2.0
2015-10-24 16:04:00,NK,6,404,64.0,8.0,10.0,4.0
2015-10-24 17:24:00,AA,6,1671,235.0,14.0,15.0,-6.0
2015-10-24 18:31:00,WN,6,981,115.0,5.0,12.0,76.0
2015-10-24 18:46:00,AA,6,1258,156.0,8.0,23.0,6.0
2015-10-24 20:03:00,B6,6,1197,160.0,6.0,40.0,21.0
2015-10-24 20:08:00,MQ,6,489,66.0,2.0,14.0,-2.0
2015-10-24 20:45:00,OO,6,67,18.0,5.0,17.0,-5.0
2015-10-24 22:49:00,AS,6,1542,192.0,4.0,10.0,-6.0
2015-10-25 02:37:00,B6,7,1179,160.0,5.0,9.0,-7.0
2015-10-25 06:13:00,AA,7,621,85.0,10.0,19.0,-7.0
2015-10-25 06:43:00,WN,7,925,129.0,9.0,15.0,-7.0
2015-10-25 07:40:00,AA,7,328,50.0,10.0,21.0,-5.0
2015-10-25 08:55:00,UA,7,787,126.0,11.0,9.0,-7.0
2015-10-25 09:20:00,AA,7,2174,291.0,10.0,11.0,-5.0
2015-10-25 09:45:00,WN,7,1521,205.0,6.0,8.0,0.0
2015-10-25 10:39:00,WN,7,447,68.0,5.0,17.0,19.0
2015-10-25 10:55:00,WN,7,304,52.0,4.0,16.0,0.0
2015-10-25 11:11:00,WN,7,1733,199.0,4.0,23.0,31.0
2015-10-25 11:48:00,AA,7,600,85.0,5.0,25.0,-2.0
2015-10-25 12:03:00,AA,7,1345,164.0,10.0,13.0,-1.0
2015-10-25 12:23:00,AA,7,2176,245.0,4.0,14.0,73.0
2015-10-25 12:58:00,WN,7,327,59.0,5.0,6.0,-2.0
2015-10-25 13:58:00,NK,7,1299,152.0,7.0,15.0,8.0
2015-10-25 14:19:00,OO,7,620,99.0,7.0,14.0,-10.0
2015-10-25 14:20:00,AS,7,2417,275.0,3.0,17.0,30.0
2015-10-25 14:56:00,AA,7,985,125.0,16.0,12.0,1.0
2015-10-25 15:44:00,AA,7,814,114.0,2.0,15.0,-1.0
2015-10-25 15:49:00,AA,7,226,46.0,12.0,18.0,14.0
2015-10-25 17:29:00,OO,7,508,71.0,5.0,15.0,-1.0
2015-10-25 18:45:00,WN,7,338,57.0,3.0,16.0,15.0
2015-10-25 19:10:00,UA,7,787,115.0,5.0,12.0,17.0
2015-10-25 22:56:00,B6,7,2173,243.0,11.0,12.0,9.0
2015-10-26 05:21:00,F9,1,977,139.0,9.0,13.0,-9.0
2015-10-26 06:01:00,OO,1,695,105.0,9.0,24.0,-4.0
2015-10-26 06:10:00,DL,1,532,72.0,13.0,11.0,-5.0
2015-10-26 06:15:00,EV,1,637,86.0,15.0,14.0,-10.0
2015-10-26 06:23:00,UA,1,997,126.0,8.0,12.0,0.0
2015-10-26 06:28:00,UA,1,316,54.0,12.0,10.0,-3.0
2015-10-26 06:46:00,OO,1,522,88.0,4.0,11.0,-11.0
2015-10-26 07:17:00,VX,1,1476,179.0,7.0,9.0,-3.0
2015-10-26 07:29:00,DL,1,907,118.0,9.0,16.0,-1.0
2015-10-26 08:57:00,OO,1,809,106.0,7.0,23.0,3.0
2015-10-26 10:10:00,DL,1,760,97.0,8.0,22.0,0.0
2015-10-26 10:45:00,AA,1,190,38.0,5.0,25.0,-10.0
2015-10-26 11:45:00,AA,1,867,103.0,6.0,10.0,-10.0
2015-10-26 11:47:00,WN,1,937,118.0,4.0,10.0,2.0
2015-10-26 12:24:00,UA,1,334,63.0,4.0,22.0,-5.0
2015-10-26 12:49:00,MQ,1,305,51.0,6.0,29.0,-11.0
2015-10-26 13:35:00,AA,1,2165,287.0,5.0,10.0,-1.0
2015-10-26 14:10:00,AA,1,247,46.0,5.0,12.0,-5.0
2015-10-26 14:20:00,WN,1,491,71.0,5.0,8.0,0.0
2015-10-26 14:47:00,AA,1,650,91.0,12.0,12.0,-2.0
2015-10-26 15:15:00,WN,1,226,46.0,6.0,7.0,0.0
2015-10-26 15:30:00,AA,1,731,96.0,11.0,14.0,0.0
2015-10-26 15:41:00,EV,1,319,58.0,5.0,20.0,-4.0
2015-10-26 15:45:00,DL,1,406,68.0,9.0,8.0,0.0
2015-10-26 15:46:00,WN,1,1444,163.0,3.0,7.0,36.0
2015-10-26 16:25:00,AA,1,2475,320.0,4.0,15.0,-5.0
2015-10-26 16:57:00,UA,1,888,108.0,15.0,9.0,17.0
2015-10-26 17:02:00,UA,1,337,50.0,13.0,17.0,-3.0
2015-10-26 17:13:00,UA,1,651,105.0,6.0,16.0,-5.0
2015-10-26 17:25:00,DL,1,547,88.0,7.0,16.0,26.0
2015-10-26 18:46:00,DL,1,1089,137.0,12.0,14.0,-4.0
2015-10-26 19:15:00,UA,1,177,32.0,4.0,21.0,-2.0
2015-10-26 19:16:00,AS,1,1024,122.0,12.0,17.0,-9.0
2015-10-26 19:22:00,AA,1,280,60.0,4.0,13.0,112.0
2015-10-26 19:45:00,DL,1,944,120.0,12.0,14.0,-4.0
2015-10-26 21:06:00,UA,1,2402,275.0,6.0,11.0,2.0
2015-10-26 21:47:00,DL,1,144,27.0,4.0,10.0,-7.0
2015-10-26 22:18:00,WN,1,677,98.0,5.0,8.0,33.0
2015-10-27 06:25:00,WN,2,248,43.0,4.0,10.0,0.0
2015-10-27 06:47:00,UA,2,200,34.0,9.0,16.0,-8.0
2015-10-27 06:58:00,EV,2,725,109.0,9.0,11.0,-13.0
2015-10-27 06:59:00,UA,2,1464,210.0,19.0,18.0,-7.0
2015-10-27 07:26:00,DL,2,547,73.0,5.0,25.0,1.0
2015-10-27 08:37:00,DL,2,405,61.0,2.0,14.0,-3.0
2015-10-27 10:55:00,UA,2,1085,166.0,3.0,14.0,-4.0
2015-10-27 11:06:00,OO,2,916,126.0,9.0,16.0,-9.0
2015-10-27 11:24:00,WN,2,483,66.0,4.0,9.0,-1.0
